Chest_circumference,Body_Density
83.7796352705304,1.12340252962025
91.9167555076929,1.10824816989868
100.577785580768,1.03108029483804
88.5195053941077,1.113221564637
98.955633343114,1.06995701599612
103.622753712422,1.05518670086241
98.697747089723,1.06975729596872
106.611547597987,1.05252825868065
99.2435821828253,1.05404230313825
87.2675959823025,1.08427463138776
93.1667878162253,1.08276355785824
87.337423905857,1.08291638138849
98.3524920214462,1.06894716687537
105.393959343858,1.03374789438515
105.438040365803,1.06980404915756
97.2933181626141,1.08690734353103
104.980025734106,1.06552643239879
98.0725853250512,1.07575096628747
92.7503331089532,1.06998475806207
96.6232988212674,1.05068351516233
98.3375481791088,1.06187305217476
119.459857159362,1.04161963722089
99.7090673299639,1.07301035693465
99.0920298818397,1.03487969108787
113.893436636108,1.03634461610284
104.187478861321,1.04120346381774
110.109823368944,1.00121222752732
92.8977444807315,1.0833132969118
98.1924639601314,1.06245975676037
106.224208670424,1.04222573832937
98.7701936458897,1.08203791186658
109.644591523895,1.02430583897264
106.246630040467,1.05445259455003
97.0012050490182,1.05184485529154
98.5926419996071,1.06234766138827
109.929042004441,1.06222874074182
109.787851088865,1.0401659995832
92.1077064989243,1.05580496151015
99.0260490799306,1.05327921481972
94.8740704229952,1.06812684553241
101.755405471824,1.07684821614544
97.0885831416252,1.07714808930202
110.167273829299,1.04018898693264
95.970302926095,1.05781709539662
105.393358381935,1.03362369139764
103.918706115245,1.03550855073092
109.427043716397,1.05623960724037
87.3376694186057,1.08507889570206
99.3818856574307,1.04194965689809
100.040927383275,1.06332500817772
102.48103957339,1.05214201234433
97.9424487069607,1.07729950630258
104.131271021996,1.03596632211746
94.9171733572164,1.05697782022008
96.3090569584446,1.06671848303214
92.4747042516172,1.07698580261144
92.1468808467212,1.08529585520368
93.546816790839,1.05797767666538
111.092646084646,1.02842574567695
98.0973641656693,1.04246227199013
103.487295670819,1.03648115681013
89.0131116194643,1.10039936229131
100.94576056571,1.04483576007456
100.516510425698,1.07038174422684
95.2453929204608,1.05276331365597
96.8379433593306,1.07301438069454
111.908534013086,1.04203988838898
106.706278593857,1.03009901492106
104.625453800291,1.02972234849213
93.2942525943484,1.06551332181456
96.3873466062261,1.05304512292081
99.5737179642636,1.05269521911669
83.6604911494756,1.08295605325743
100.113740640911,1.06183020773794
95.8589642100431,1.06007353894119
81.6220027887401,1.08611050693149
107.15858285998,1.04129774280765
98.127344416471,1.06941787978621
98.4309915187625,1.07201174066682
105.438876110659,1.0518023666784
96.9411862386878,1.06040809471602
92.4073581628345,1.03452799839389
108.405879688158,1.03486315587052
99.7337570026457,1.05833254946599
95.8100265884543,1.069898002993
85.1692880128625,1.10480228779244
97.9240265314897,1.04387495997521
100.372383519501,1.0598772150867
105.469375024908,1.05482253699842
117.49792562274,1.02015632658564
99.6886693090352,1.04814470199138
102.367213251156,1.02274794561836
98.6765009743439,1.07211078961274
98.3791864778452,1.03973228682124
102.80708790102,1.05824296978177
107.880980392132,1.04616717966661
94.9977744954635,1.06205381438439
107.880826371055,1.04512191477916
95.5231542119075,1.06554650591174
95.5237305876226,1.07021851000715
87.0685475701245,1.08843695117711
94.8030468489133,1.05273137317976
107.250529425564,1.01630980677595
100.32287433116,1.04063978262623
96.2567433550817,1.08174372265365
105.34442324521,1.03628308091659
96.6387893758829,1.07436960060764
101.834015746066,1.05869175901011
99.4747860524928,1.08328175648318
114.175354492018,1.01963410129844
103.335428337211,1.05266440800538
96.8384766106799,1.03374117738203
75.28110265425,1.110844039939
88.5233591516039,1.07182685822859
107.494278275131,1.08220039259667
114.503231123643,1.03654487712574
106.741190576728,1.04758927510392
94.0427058571357,1.0512637089171
88.7017556750309,1.07694485945952
105.015892659507,1.05116250268414
102.14454159758,1.06950999143115
106.169504681707,1.01793095345852
98.9741580054442,1.04973919491109
103.673058512721,1.04093955450405
103.912023938461,1.02682468574238
100.61561030476,1.06588387721752
94.9959431262891,1.06165036377514
104.536819511318,1.05699510000764
101.841885125446,1.03138394025256
94.6503551058111,1.07748938802936
89.3286971307167,1.06292787679672
95.1357318298926,1.05076547067517
87.2815140041013,1.05679671437233
106.524279931683,1.05145991934988
114.754983364688,1.0235809423087
104.734483340342,1.05101677685651
100.494656079146,1.04079381092484
103.620735136353,1.03802430728676
103.720706866352,1.03470488187426
106.654218598819,1.04637271632582
114.534066351145,1.01885225987868
91.9242963620039,1.07443096200046
94.9030436571394,1.06611027566174
96.2757318558029,1.05599273210616
95.3231701635155,1.05571654502368
94.5689405843318,1.04141580602435
94.724438765264,1.07545109127229
107.697150222913,1.05387233489419
107.907510761409,1.04298252265367
87.6799709513686,1.08168361625599
92.3797822749531,1.05215724887339
93.217598670391,1.04533355302343
98.0176834983135,1.05086498922189
100.840833206164,1.04048359513586
109.056821088698,1.03538439572224
91.8124060329392,1.1036878240258
101.996400484131,1.08738058581826
93.9868464122442,1.0621290160406
110.896652649761,1.03281814170446
109.314325890955,1.04015498237537
111.091978139957,1.05306087828609
104.964040947981,1.07119362501321
116.260714325011,1.03141529057758
105.13906158518,1.01272218768429
108.121210489199,1.02922177335341
98.2541052325012,1.0626156219903
93.0947333740432,1.06369919875835
96.9463955950247,1.06482929072241
103.128448310215,1.05392727594276
96.5100941349978,1.05980899032404
98.512154052526,1.04744807526467
93.5968635518836,1.07251628870635
117.041274501465,1.03085910270517
97.9458042940492,1.06489204931949
104.890529909606,1.04046892453353
103.478500120587,1.05009443255778
104.68380238327,1.06672328480126
95.7731974007866,1.07583334796304
109.7440922848,1.03543103408584
92.1695286050135,1.07998401349883
100.963781619885,1.06873447093648
103.496481999481,1.05509658171103
91.7205794217994,1.05271081052056
96.6213805195902,1.05229146631647
101.420236474714,1.05068975898242
105.591179391567,1.05679963358897
99.1972039297801,1.05732874611362
90.7462200641753,1.07184266705068
90.6045906368862,1.08497298561471
95.3490731397432,1.06511469043318
106.271519661749,1.05243932721533
105.74222513347,1.06807969552061
93.1377206112549,1.05980033874413
116.643521128639,1.03707713649949
102.386637515372,1.07414982267898
93.2759666407282,1.06212015076744
92.5739349107258,1.05890016786107
88.1567214786182,1.0660200987078
98.3135158520477,1.06126487808594
99.3831024930227,1.03873093135722
96.1837563166534,1.05332682221921
104.067230051399,1.05363185466812
98.875074821143,1.04640167275019
97.1054544534794,1.08787899979003
108.957122160709,1.03996275570752
98.1249125188528,1.04730454131409
106.690651533553,1.04302983535004
104.088398512915,1.03437123198066
98.1918404813421,1.05276666675793
103.958658937524,1.0512337205182
95.7358770729367,1.08503098019008
97.9484157941385,1.05170290115513
105.122152199221,1.03643185718677
90.5595383720648,1.08640570766011
105.17299594668,1.07949733470714
93.0154627369096,1.05206629207792
104.501240638124,1.02815281518318
115.514219949948,1.04803864127158
109.592335032949,1.05344665132091
91.8721614660068,1.06153954207961
113.134071060408,1.05147550137371
92.6097394516729,1.06467460170115
97.6926387376265,1.06370932598781
97.9538907602532,1.03293877287393
93.1844476175113,1.03860963143616
95.3272130219993,1.04248467201784
96.9613794050861,1.04685489910396
95.8072140520383,1.05036253063227
108.670981166222,1.0566015009715
113.717111933567,0.999621911662441
108.833929100296,1.04780659714819
103.158605876909,1.07964287733763
99.4484810334692,1.03638524939346
95.4408802424767,1.07385957760949
107.277321975975,1.0629305292362
96.2227577925523,1.05582454761723
101.456375950301,1.05978581877125
100.351779508921,1.0270495023246
104.099767197172,1.05478422670596
90.8069241019875,1.08641486914903
100.489119653713,1.05821027935557
96.6530319752346,1.05714297438482
106.367861489157,1.04261462346274
100.800933332001,1.05579067873029
