Body_Density,Age,Height,Weight,Neck_circumference,Chest_circumference,Abdomen_circumference,Hip_circumference,Thigh_circumference,Knee_circumference,Ankle_circumference,ExtendedBiceps_circumference,Forearm_circumference,Wrist_circumference
1.06644011078164,45.549947249673,179.043583469422,73.592252605463,36.2661725882055,100.460849222516,85.6986106813668,94.468154574792,57.3307759273128,37.5830820472285,21.9801738143936,31.3028751149413,28.8406823603823,17.9089028823975
1.09072234246834,43.2999302425842,181.239858422346,75.6717205075046,37.9965377906807,96.4463660697759,83.7304409029538,98.0504678306521,62.7541380305028,40.3888107542402,23.6358534794709,31.578921135177,28.6583365984069,18.8563759891014
1.01405262085144,48.1883278790954,179.081805319548,87.5448809630829,37.9550936668726,113.381467862718,108.204112618383,105.34044716534,60.4663493327955,38.9191886625807,22.8716444150605,36.0276416493364,27.6963908769371,17.3727909569517
1.07251913068883,38.8402310265979,197.147381540253,78.4454818018569,36.9271099676068,91.5818631672159,84.9403822014368,96.9070999724156,57.202392626399,37.9323756202615,23.312502493888,30.607556915587,28.795354765872,18.1084835876255
1.06233939071969,67.6002490205058,167.879602922867,69.9014347051928,33.9838611804333,99.9436199252059,90.8845378053842,97.8147759702933,53.9940102950779,39.2668296538845,22.3807035954084,28.6824061250663,26.6964954529675,17.2590421326542
1.03187080796596,22.4456047944715,169.731937644926,84.9781849019226,38.7992633179852,109.275706193061,97.9984359346179,106.381238541483,65.4561651741844,38.5292188541181,22.7976020978084,34.4584625226234,29.0172224410904,17.4296575625468
1.04824537635473,72.6885548821453,167.493298553854,72.5741279155673,40.0231597590529,108.742919099925,97.0961767725994,93.6585220215393,52.3943821561422,36.5362845206681,20.7388768023426,29.7851460322553,28.3355157364292,18.3043842570264
1.06278634896742,47.4853378718922,171.031389913295,73.9759840372,38.6806127066231,99.5728771144873,88.7991806167122,95.4979772345099,56.7503532465206,36.1044986335454,22.4403549748225,35.0649279186959,30.144059533146,18.658446258591
1.12340252962025,43.984514277575,175.221116707772,58.6114854334917,36.5454499398573,83.7796352705304,70.9485254268597,88.7444873558416,54.6874932665614,36.0717438312067,21.5721983481441,29.7378382024506,29.3794870290496,17.568527601884
1.10824816989868,15.1765866796003,180.908178902145,70.1660280980977,35.8392427510764,91.9167555076929,70.0784270505251,93.9426370733843,55.1469115364465,36.9925208951479,23.4261231620297,30.7082628538231,28.4837676900501,17.8582885649638
